#ID,Chapter Name,Chapter No,Board,Class,Subject,Series,Image,Position,Status,Action
6164,My A B C : Chapter 52 The Lion and the Mouse,12,CBSE,UKG,Kindergarten,Zig Zag Zoom,,12,Active,
6165,My A B C : Chapter 53 A Little Boy (Poem)..,53,CBSE,LKG,Kindergarten,Zig Zag Zoom,,53,Active,
6166,My A B C : Chapter 53 Completing a Story,13,CBSE,UKG,Kindergarten,Zig Zag Zoom,,13,Active,
6167,My A B C : Chapter 54 Conversation,14,CBSE,UKG,Kindergarten,Zig Zag Zoom,,14,Active,
6168,My A B C : Chapter 55 Picture Comprehension,15,CBSE,UKG,Kindergarten,Zig Zag Zoom,,15,Active,
6169,My A B C : Chapter 56 The Cap Seller and the Monkeys,16,CBSE,UKG,Kindergarten,Zig Zag Zoom,,16,Active,
6170,My A B C : Chapter 57 My Big Balloon (Poem),17,CBSE,UKG,Kindergarten,Zig Zag Zoom,,17,Active,
6171,My A B C : Chapter 58 Let's Plant Trees (Poem),18,CBSE,UKG,Kindergarten,Zig Zag Zoom,,18,Active,
6172,My A B C : Chapter 59 Magic Words,19,CBSE,UKG,Kindergarten,Zig Zag Zoom,,19,Active,
6173,My A B C : Chapter 6 Letter 'F f'.,6,CBSE,LKG,Kindergarten,Zig Zag Zoom,,6,Active,
6174,My A B C : Chapter 6 Vowel 'a' and Two letter Groups,6,CBSE,UKG,Kindergarten,Zig Zag Zoom,,6,Active,
6175,My A B C : Chapter 7 Letter 'G g'..,7,CBSE,LKG,Kindergarten,Zig Zag Zoom,,7,Active,
6176,My A B C : Chapter 7 More 'a' Sound Words,7,CBSE,UKG,Kindergarten,Zig Zag Zoom,,7,Active,
6177,My A B C : Chapter 8 Letter 'H h',8,CBSE,LKG,Kindergarten,Zig Zag Zoom,,8,Active,
6178,My A B C : Chapter 8 Vowel 'e' and Two letter Groups,8,CBSE,UKG,Kindergarten,Zig Zag Zoom,,8,Active,
6179,My A B C : Chapter 9 Letter 'I i',9,CBSE,LKG,Kindergarten,Zig Zag Zoom,,9,Active,
6180,My A B C : Chapter 9 More 'e' Sound Words,9,CBSE,UKG,Kindergarten,Zig Zag Zoom,,9,Active,
6181,My Big World,3,CBSE,Nursery,Kindergarten,Zig Zag Zoom,,3,Active,
6182,My Big World,3,CBSE,LKG,Kindergarten,Zig Zag Zoom,,3,Active,
6183,My Big World,1,CBSE,UKG,Kindergarten,Zig Zag Zoom,,1,Active,
6184,My Big World : Chapter 1 About Me,7,CBSE,LKG,Kindergarten,Zig Zag Zoom,,7,Active,
6185,My Big World : Chapter 1 This is Me,1,CBSE,UKG,Kindergarten,Zig Zag Zoom,,1,Active,
6186,My Big World : Chapter 10 My Home,10,CBSE,UKG,Kindergarten,Zig Zag Zoom,,10,Active,
6187,My Big World : Chapter 10 Vegetables,16,CBSE,LKG,Kindergarten,Zig Zag Zoom,,16,Active,
6188,My Big World : Chapter 11 Fruits,17,CBSE,LKG,Kindergarten,Zig Zag Zoom,,17,Active,
6189,My Big World : Chapter 11 Safety at Home,11,CBSE,UKG,Kindergarten,Zig Zag Zoom,,11,Active,
6190,My Big World : Chapter 12 Flowers,18,CBSE,LKG,Kindergarten,Zig Zag Zoom,,18,Active,
6191,My Big World : Chapter 12 My School,12,CBSE,UKG,Kindergarten,Zig Zag Zoom,,12,Active,
6192,My Big World : Chapter 13 Animals,19,CBSE,LKG,Kindergarten,Zig Zag Zoom,,19,Active,
6193,My Big World : Chapter 13 People Who Help Us,13,CBSE,UKG,Kindergarten,Zig Zag Zoom,,13,Active,
6194,My Big World : Chapter 14 Our Pets,20,CBSE,LKG,Kindergarten,Zig Zag Zoom,,20,Active,
6195,My Big World : Chapter 14 Seasons,14,CBSE,UKG,Kindergarten,Zig Zag Zoom,,14,Active,
6196,My Big World : Chapter 15 Birds,21,CBSE,LKG,Kindergarten,Zig Zag Zoom,,21,Active,
6197,My Big World : Chapter 15 Things in the Sky,15,CBSE,UKG,Kindergarten,Zig Zag Zoom,,15,Active,
6198,My Big World : Chapter 16 A Day,16,CBSE,UKG,Kindergarten,Zig Zag Zoom,,16,Active,
6199,My Big World : Chapter 16 Insects,22,CBSE,LKG,Kindergarten,Zig Zag Zoom,,22,Active,
6200,My Big World : Chapter 17 Playing is Fun,17,CBSE,UKG,Kindergarten,Zig Zag Zoom,,17,Active,
6201,My Big World : Chapter 17 Playing is Fun,23,CBSE,LKG,Kindergarten,Zig Zag Zoom,,23,Active,
6202,My Big World : Chapter 18 Fun with Mugic,24,CBSE,LKG,Kindergarten,Zig Zag Zoom,,24,Active,
6203,My Big World : Chapter 18 Natural Things,18,CBSE,UKG,Kindergarten,Zig Zag Zoom,,18,Active,
6204,My Big World : Chapter 19 Living and Non Living,19,CBSE,UKG,Kindergarten,Zig Zag Zoom,,19,Active,
6205,My Big World : Chapter 19 Travelling,25,CBSE,LKG,Kindergarten,Zig Zag Zoom,,25,Active,
6206,My Big World : Chapter 2 My Body,2,CBSE,UKG,Kindergarten,Zig Zag Zoom,,2,Active,
6207,My Big World : Chapter 2 My Body Parts,8,CBSE,LKG,Kindergarten,Zig Zag Zoom,,8,Active,
6208,My Big World : Chapter 20 Air,26,CBSE,LKG,Kindergarten,Zig Zag Zoom,,26,Active,
6209,My Big World : Chapter 20 Our Festivals,20,CBSE,UKG,Kindergarten,Zig Zag Zoom,,20,Active,
6210,My Big World : Chapter 21 Water,27,CBSE,LKG,Kindergarten,Zig Zag Zoom,,27,Active,
6211,My Big World : Chapter 21 We the People of India,21,CBSE,UKG,Kindergarten,Zig Zag Zoom,,21,Active,
6212,My Big World : Chapter 22 Our National Symbols,22,CBSE,UKG,Kindergarten,Zig Zag Zoom,,22,Active,
6213,My Big World : Chapter 22 Traffic Lights,28,CBSE,LKG,Kindergarten,Zig Zag Zoom,,28,Active,
6214,My Big World : Chapter 23 My Computer,23,CBSE,UKG,Kindergarten,Zig Zag Zoom,,23,Active,
6215,My Big World : Chapter 23 Safety,29,CBSE,LKG,Kindergarten,Zig Zag Zoom,,29,Active,
6216,My Big World : Chapter 3 Good Habits,3,CBSE,UKG,Kindergarten,Zig Zag Zoom,,3,Active,
6217,My Big World : Chapter 3 My Sense Organs,9,CBSE,LKG,Kindergarten,Zig Zag Zoom,,9,Active,
6218,My Big World : Chapter 4 Good Manners,4,CBSE,UKG,Kindergarten,Zig Zag Zoom,,4,Active,
6219,My Big World : Chapter 4 The Magic Words,10,CBSE,LKG,Kindergarten,Zig Zag Zoom,,10,Active,
6220,My Big World : Chapter 5 Good Habits,11,CBSE,LKG,Kindergarten,Zig Zag Zoom,,11,Active,
6221,My Big World : Chapter 5 The Magic Words,5,CBSE,UKG,Kindergarten,Zig Zag Zoom,,5,Active,
6222,My Big World : Chapter 6 My Family,12,CBSE,LKG,Kindergarten,Zig Zag Zoom,,12,Active,
6223,My Big World : Chapter 6 My Food,6,CBSE,UKG,Kindergarten,Zig Zag Zoom,,6,Active,
6224,My Big World : Chapter 7 Food from Plants,7,CBSE,UKG,Kindergarten,Zig Zag Zoom,,7,Active,
6225,My Big World : Chapter 7 My Home,13,CBSE,LKG,Kindergarten,Zig Zag Zoom,,13,Active,
6226,My Big World : Chapter 8 Food from Animals,8,CBSE,UKG,Kindergarten,Zig Zag Zoom,,8,Active,
6227,My Big World : Chapter 8 My School,14,CBSE,LKG,Kindergarten,Zig Zag Zoom,,14,Active,
6228,My Big World : Chapter 9 My Clothes,9,CBSE,UKG,Kindergarten,Zig Zag Zoom,,9,Active,
6229,My Big World : Chapter 9 My Food,15,CBSE,LKG,Kindergarten,Zig Zag Zoom,,15,Active,
6230,My Dream House,5,ICSE,Class 1,Environmental Studies,Essential Environmental Studies,,5,Active,
6231,My Family,2,CBSE,Class 2,Social Studies,Illustrative Social Studies,,2,Active,
6232,My Family,6,ICSE,Class 1,Environmental Studies,Essential Environmental Studies,,6,Active,
6233,"My Likes, Dislikes and Hobbies",7,ICSE,Class 1,Environmental Studies,Essential Environmental Studies,,7,Active,
6234,My Neighbourhood,8,ICSE,Class 1,Environmental Studies,Essential Environmental Studies,,8,Active,
6235,My Numbers,4,CBSE,Nursery,Kindergarten,Zig Zag Zoom,,4,Active,
6236,My Numbers,7,CBSE,LKG,Kindergarten,Zig Zag Zoom,,7,Active,
6237,My Numbers,1,CBSE,UKG,Kindergarten,Zig Zag Zoom,,1,Active,
6238,My Numbers : Chapter 01 Heavier and Lighter,8,CBSE,UKG,Kindergarten,Zig Zag Zoom,,8,Active,
6239,My Numbers : Chapter 02 Longest and Shortest,9,CBSE,UKG,Kindergarten,Zig Zag Zoom,,9,Active,
6240,My Numbers : Chapter 03 Tallest and Shortest,10,CBSE,UKG,Kindergarten,Zig Zag Zoom,,10,Active,
6241,My Numbers : Chapter 04 Near and Far,11,CBSE,UKG,Kindergarten,Zig Zag Zoom,,11,Active,
6242,My Numbers : Chapter 05 Front and Back,12,CBSE,UKG,Kindergarten,Zig Zag Zoom,,12,Active,
6243,My Numbers : Chapter 06 Open and Close,13,CBSE,UKG,Kindergarten,Zig Zag Zoom,,13,Active,
6244,My Numbers : Chapter 07 Few and Many,14,CBSE,UKG,Kindergarten,Zig Zag Zoom,,14,Active,
6245,My Numbers : Chapter 08 More and Less,15,CBSE,UKG,Kindergarten,Zig Zag Zoom,,15,Active,
6246,My Numbers : Chapter 09 Same and Different,16,CBSE,UKG,Kindergarten,Zig Zag Zoom,,16,Active,
6247,My Numbers : Chapter 1 Big and Small,11,CBSE,Nursery,Kindergarten,Zig Zag Zoom,,11,Active,
6248,My Numbers : Chapter 1 Bigger and Smaller,9,CBSE,LKG,Kindergarten,Zig Zag Zoom,,9,Active,
6249,My Numbers : Chapter 10 Full and Empty,18,CBSE,LKG,Kindergarten,Zig Zag Zoom,,18,Active,
6250,My Numbers : Chapter 10 Number 1 from 20,20,CBSE,Nursery,Kindergarten,Zig Zag Zoom,,20,Active,
6251,My Numbers : Chapter 10 Sorting,17,CBSE,UKG,Kindergarten,Zig Zag Zoom,,17,Active,
6252,My Numbers : Chapter 11 Day and Night,18,CBSE,UKG,Kindergarten,Zig Zag Zoom,,18,Active,
6253,My Numbers : Chapter 11 Same and Different,19,CBSE,LKG,Kindergarten,Zig Zag Zoom,,19,Active,
6254,My Numbers : Chapter 12 One and Many,20,CBSE,LKG,Kindergarten,Zig Zag Zoom,,20,Active,
6255,My Numbers : Chapter 12 Time,19,CBSE,UKG,Kindergarten,Zig Zag Zoom,,19,Active,
6256,My Numbers : Chapter 13 Few and Many,21,CBSE,LKG,Kindergarten,Zig Zag Zoom,,21,Active,
6257,My Numbers : Chapter 13 Shapes,20,CBSE,UKG,Kindergarten,Zig Zag Zoom,,20,Active,
6258,My Numbers : Chapter 14 Matching,22,CBSE,LKG,Kindergarten,Zig Zag Zoom,,22,Active,
6259,My Numbers : Chapter 14 Patterns,21,CBSE,UKG,Kindergarten,Zig Zag Zoom,,21,Active,
6260,My Numbers : Chapter 15 Lines,23,CBSE,LKG,Kindergarten,Zig Zag Zoom,,23,Active,
6261,My Numbers : Chapter 15 Numbers from 1 to 20,22,CBSE,UKG,Kindergarten,Zig Zag Zoom,,22,Active,
6262,My Numbers : Chapter 16 Ordinal Numbers,23,CBSE,UKG,Kindergarten,Zig Zag Zoom,,23,Active,
6263,My Numbers : Chapter 16 Shapes,24,CBSE,LKG,Kindergarten,Zig Zag Zoom,,24,Active,
6264,My Numbers : Chapter 17 Addition,24,CBSE,UKG,Kindergarten,Zig Zag Zoom,,24,Active,
6265,My Numbers : Chapter 17 Patterns,25,CBSE,LKG,Kindergarten,Zig Zag Zoom,,25,Active,
6266,My Numbers : Chapter 18 Numbers,26,CBSE,LKG,Kindergarten,Zig Zag Zoom,,26,Active,
6267,My Numbers : Chapter 18 Subtraction,25,CBSE,UKG,Kindergarten,Zig Zag Zoom,,25,Active,
6268,My Numbers : Chapter 19 Concept of Tens,26,CBSE,UKG,Kindergarten,Zig Zag Zoom,,26,Active,
6269,My Numbers : Chapter 2 Long and Short,12,CBSE,Nursery,Kindergarten,Zig Zag Zoom,,12,Active,
6270,My Numbers : Chapter 2 Longer and Shorter,10,CBSE,LKG,Kindergarten,Zig Zag Zoom,,10,Active,
6271,My Numbers : Chapter 20 Numbers up to 100,27,CBSE,UKG,Kindergarten,Zig Zag Zoom,,27,Active,
6272,My Numbers : Chapter 21 Money,28,CBSE,UKG,Kindergarten,Zig Zag Zoom,,28,Active,
6273,My Numbers : Chapter 3 Tall and Short,13,CBSE,Nursery,Kindergarten,Zig Zag Zoom,,13,Active,
6274,My Numbers : Chapter 3 Taller and Shorter,11,CBSE,LKG,Kindergarten,Zig Zag Zoom,,11,Active,
6275,My Numbers : Chapter 4 Heavy and Light,14,CBSE,Nursery,Kindergarten,Zig Zag Zoom,,14,Active,
6276,My Numbers : Chapter 4 Thick and Thin,12,CBSE,LKG,Kindergarten,Zig Zag Zoom,,12,Active,
6277,My Numbers : Chapter 5 Top and Bottom,13,CBSE,LKG,Kindergarten,Zig Zag Zoom,,13,Active,
6278,My Numbers : Chapter 5 Top and Bottom,15,CBSE,Nursery,Kindergarten,Zig Zag Zoom,,15,Active,
6279,My Numbers : Chapter 6 Above and Below,14,CBSE,LKG,Kindergarten,Zig Zag Zoom,,14,Active,
6280,My Numbers : Chapter 6 Inside and Outside,16,CBSE,Nursery,Kindergarten,Zig Zag Zoom,,16,Active,
6281,My Numbers : Chapter 7 On and Under,15,CBSE,LKG,Kindergarten,Zig Zag Zoom,,15,Active,
6282,My Numbers : Chapter 7 Same and Different,17,CBSE,Nursery,Kindergarten,Zig Zag Zoom,,17,Active,
6283,My Numbers : Chapter 8 Inside and Outside,16,CBSE,LKG,Kindergarten,Zig Zag Zoom,,16,Active,
6284,My Numbers : Chapter 8 Lines,18,CBSE,Nursery,Kindergarten,Zig Zag Zoom,,18,Active,
6285,My Numbers : Chapter 9 Between,17,CBSE,LKG,Kindergarten,Zig Zag Zoom,,17,Active,
6286,My Numbers : Chapter 9 Shapes,19,CBSE,Nursery,Kindergarten,Zig Zag Zoom,,19,Active,
6287,My Pencils And Crayon : Chapter 1 Paper Pasting,38,CBSE,LKG,Kindergarten,Zig Zag Zoom,,38,Active,
6288,My Pencils And Crayon : Chapter 2 Silverfoil Pasting,39,CBSE,LKG,Kindergarten,Zig Zag Zoom,,39,Active,
6289,My Pencils And Crayon : Chapter 3 Colouring Fish,40,CBSE,LKG,Kindergarten,Zig Zag Zoom,,40,Active,
6290,My Pencils And Crayon : Chapter 4 Lady Finger Impression Colouring,41,CBSE,LKG,Kindergarten,Zig Zag Zoom,,41,Active,
6291,My Pencils And Crayon : Chapter 5 mask,42,CBSE,LKG,Kindergarten,Zig Zag Zoom,,42,Active,
6292,My Pencils and Crayons,5,CBSE,Nursery,Kindergarten,Zig Zag Zoom,,5,Active,
6293,My Pencils And Crayons,8,CBSE,LKG,Kindergarten,Zig Zag Zoom,,8,Active,
6294,My Pencils And Crayons,1,CBSE,UKG,Kindergarten,Zig Zag Zoom,,1,Active,
6295,My Pencils and Crayons : Chapter 1 Tea Leaves Pasting,29,CBSE,UKG,Kindergarten,Zig Zag Zoom,,29,Active,
6296,My Pencils and Crayons : Chapter 10 Sequins Pasting,38,CBSE,UKG,Kindergarten,Zig Zag Zoom,,38,Active,
6297,My Pencils and Crayons : Chapter 10 Thumb Printing,36,CBSE,Nursery,Kindergarten,Zig Zag Zoom,,36,Active,
6298,My Pencils and Crayons : Chapter 11 Thermocol Balls Pasting,37,CBSE,Nursery,Kindergarten,Zig Zag Zoom,,37,Active,
6299,My Pencils and Crayons : Chapter 15 Cotton Bud Impression,38,CBSE,Nursery,Kindergarten,Zig Zag Zoom,,38,Active,
6300,My Pencils and Crayons : Chapter 16 Activity and Colouring,39,CBSE,Nursery,Kindergarten,Zig Zag Zoom,,39,Active,
6301,My Pencils and Crayons : Chapter 2 Types Of Colour,30,CBSE,UKG,Kindergarten,Zig Zag Zoom,,30,Active,
6302,My Pencils and Crayons : Chapter 3 Colouring,32,CBSE,Nursery,Kindergarten,Zig Zag Zoom,,32,Active,
6303,My Pencils and Crayons : Chapter 3 Colouring And Grass Pasting,31,CBSE,UKG,Kindergarten,Zig Zag Zoom,,31,Active,
6304,My Pencils and Crayons : Chapter 4 Cotton Bud Impression,32,CBSE,UKG,Kindergarten,Zig Zag Zoom,,32,Active,
6305,My Pencils and Crayons : Chapter 5 Cotton Pasting,33,CBSE,UKG,Kindergarten,Zig Zag Zoom,,33,Active,
6306,My Pencils and Crayons : Chapter 5 Tracing & Colouring,33,CBSE,Nursery,Kindergarten,Zig Zag Zoom,,33,Active,
6307,My Pencils and Crayons : Chapter 6 Glitter & Colour Pasting,34,CBSE,UKG,Kindergarten,Zig Zag Zoom,,34,Active,
6308,My Pencils and Crayons : Chapter 7 Grasshopper collouring,35,CBSE,UKG,Kindergarten,Zig Zag Zoom,,35,Active,
6309,My Pencils and Crayons : Chapter 7 Matchsticks Pasting,34,CBSE,Nursery,Kindergarten,Zig Zag Zoom,,34,Active,
6310,My Pencils and Crayons : Chapter 8 Ice Cream Sticks Pasting,36,CBSE,UKG,Kindergarten,Zig Zag Zoom,,36,Active,
6311,My Pencils and Crayons : Chapter 9 Paper Pasting,35,CBSE,Nursery,Kindergarten,Zig Zag Zoom,,35,Active,
6312,My Pencils and Crayons : Chapter 9 Pattern Making,37,CBSE,UKG,Kindergarten,Zig Zag Zoom,,37,Active,
6313,Myself,9,ICSE,Class 1,Environmental Studies,Essential Environmental Studies,,9,Active,
6314,NOUN : NUMBER,2,CBSE,Class 6,English,Grammar Success with Composition,,2,Active,
6315,NOUNS,3,CBSE,Class 4,English,Grammar Success with Composition,,3,Active,
6316,NOUNS,2,CBSE,Class 5,English,Grammar Success with Composition,,2,Active,
6317,Our Festivals,10,CBSE,Class 2,Social Studies,Illustrative Social Studies,,10,Active,
6318,Our Motherland,9,CBSE,Class 2,Moral Science,My Book of Life Skills,,9,Active,
6319,Our Motherland,9,CBSE,Class 1,Computer Science,Fun with Linux,,9,Active,
6320,Part  A Chapter 1. National Income : Basic Concepts,1,CBSE,Class 12,Economics,Core Economics,,1,Active,
6321,Part  A Chapter 10. Government Budget and the Economy,10,CBSE,Class 12,Economics,Core Economics,,10,Active,
6322,Part  A Chapter 11. Exchange Rate,11,CBSE,Class 12,Economics,Core Economics,,11,Active,
6323,Part  A Chapter 12. Balance of Payments,12,CBSE,Class 12,Economics,Core Economics,,12,Active,
6324,Part  A Chapter 2. Methods of Estimating National Income,2,CBSE,Class 12,Economics,Core Economics,,2,Active,
6325,Part  A Chapter 3. National Income Aggregates : Numericals,3,CBSE,Class 12,Economics,Core Economics,,3,Active,
6326,Part  A Chapter 4. GOP and Welfare,4,CBSE,Class 12,Economics,Core Economics,,4,Active,
6327,Part  A Chapter 5. Money and Money Supply,5,CBSE,Class 12,Economics,Core Economics,,5,Active,
6328,Part  A Chapter 6. Banking,6,CBSE,Class 12,Economics,Core Economics,,6,Active,
6329,Part  A Chapter 7. Determination of Income and Employment Concepts,7,CBSE,Class 12,Economics,Core Economics,,7,Active,
6330,Part  A Chapter 8. Equilibrium National Income,8,CBSE,Class 12,Economics,Core Economics,,8,Active,
6331,Part  A Chapter 9. Excess Demand and Deficient Demand,9,CBSE,Class 12,Economics,Core Economics,,9,Active,
6332,Part  B Chapter 1 : Scope of Economics,13,CBSE,Class 11,Economics,Core Economics,,13,Active,
6333,Part  B Chapter 1: State Of Indian Economy at the time of Independence,13,CBSE,Class 12,Economics,Core Economics,,13,Active,
6334,Part  B Chapter 10: Infrastructure,22,CBSE,Class 12,Economics,Core Economics,,22,Active,
6335,Part  B Chapter 10:Cost,22,CBSE,Class 11,Economics,Core Economics,,22,Active,
6336,Part  B Chapter 11 :Supply and Price Elasticity of Supply,23,CBSE,Class 11,Economics,Core Economics,,23,Active,
6337,Part  B Chapter 11: Sustainable Development,23,CBSE,Class 12,Economics,Core Economics,,23,Active,
6338,Part  B Chapter 12 :Revenue,24,CBSE,Class 11,Economics,Core Economics,,24,Active,
6339,"Part  B Chapter 12: India, Pakistan and China : A Comparison",24,CBSE,Class 12,Economics,Core Economics,,24,Active,
6340,Part  B Chapter 13 :Producer's Equilibrium,25,CBSE,Class 11,Economics,Core Economics,,25,Active,
6341,Part  B Chapter 14 :Perfect Competition,26,CBSE,Class 11,Economics,Core Economics,,26,Active,
6342,Part  B Chapter 15 :Other Forms of Market,27,CBSE,Class 11,Economics,Core Economics,,27,Active,
6343,Part  B Chapter 2 : Economy and Economic Problem,14,CBSE,Class 11,Economics,Core Economics,,14,Active,
6344,Part  B Chapter 2: Goals of Planning in India,14,CBSE,Class 12,Economics,Core Economics,,14,Active,
6345,Part  B Chapter 3 : Central Problems of an Economy,15,CBSE,Class 11,Economics,Core Economics,,15,Active,
6346,Part  B Chapter 3: Agriculture : 1950 1990,15,CBSE,Class 12,Economics,Core Economics,,15,Active,
6347,Part  B Chapter 4 : Concepts of Opportunity Cost and Production Possibilities Frontier,16,CBSE,Class 11,Economics,Core Economics,,16,Active,
6348,Part  B Chapter 4: Industry and Trade : 1950—1990,16,CBSE,Class 12,Economics,Core Economics,,16,Active,
6349,Part  B Chapter 5 : Consumer's Equilibrium : Utility Analysis,17,CBSE,Class 11,Economics,Core Economics,,17,Active,
6350,Part  B Chapter 5: Economic Reforms 1991,17,CBSE,Class 12,Economics,Core Economics,,17,Active,
6351,Part  B Chapter 6 :Consumer's Equilibrium :Indifference Curve Analysis,18,CBSE,Class 11,Economics,Core Economics,,18,Active,
6352,Part  B Chapter 6: Poverty,18,CBSE,Class 12,Economics,Core Economics,,18,Active,
6353,Part  B Chapter 7 :Demand,19,CBSE,Class 11,Economics,Core Economics,,19,Active,
6354,Part  B Chapter 7: Ruler Development,19,CBSE,Class 12,Economics,Core Economics,,19,Active,
6355,Part  B Chapter 8 : Price Elasticity of Demand,20,CBSE,Class 11,Economics,Core Economics,,20,Active,
6356,Part  B Chapter 8: Human Capital Formation in India,20,CBSE,Class 12,Economics,Core Economics,,20,Active,
6357,Part  B Chapter 9 : Production Function : Returns to a Factor,21,CBSE,Class 11,Economics,Core Economics,,21,Active,
6358,Part  B Chapter 9: Employment,21,CBSE,Class 12,Economics,Core Economics,,21,Active,
6359,Part A : Employability Skills : Chapter 1 Communication Skills,1,CBSE,Class 9,Information Technology,A Text of Information Technology,,1,Active,
6360,Part A : Employability Skills : Chapter 1 Communication Skills II,1,CBSE,Class 10,Information Technology,A Text of Information Technology,,1,Active,
6361,Part A : Employability Skills : Chapter 2 Self Management Skills,2,CBSE,Class 9,Information Technology,A Text of Information Technology,,2,Active,
6362,Part A : Employability Skills : Chapter 2 Self Management Skills II,2,CBSE,Class 10,Information Technology,A Text of Information Technology,,2,Active,
6363,Part A : Employability Skills : Chapter 3 Basic ICT Skills,3,CBSE,Class 9,Information Technology,A Text of Information Technology,,3,Active,
6364,Part A : Employability Skills : Chapter 3 Basic ICT Skills II,3,CBSE,Class 10,Information Technology,A Text of Information Technology,,3,Active,
6365,Part A : Employability Skills : Chapter 4 Entrepreneurial Skills,4,CBSE,Class 9,Information Technology,A Text of Information Technology,,4,Active,
6366,Part A : Employability Skills : Chapter 4 Entrepreneurial Skills II,4,CBSE,Class 10,Information Technology,A Text of Information Technology,,4,Active,
6367,Part A : Employability Skills : Chapter 5 Green Skills,5,CBSE,Class 9,Information Technology,A Text of Information Technology,,5,Active,
6368,Part A : Employability Skills : Chapter 5 Green Skills II,5,CBSE,Class 10,Information Technology,A Text of Information Technology,,5,Active,
6369,Part B Subject Specific Skills Based On Libre Office 6.2 : Chapter 8 Database Management System,8,CBSE,Class 10,Information Technology,A Text of Information Technology,,8,Active,
